cardNum	rand
478	980013
479	57579
480	329876
481	270391
482	175856
483	879294
484	833217
485	973772
486	428055
487	564072
488	823348
489	554852
490	585564
491	440818
492	170849
493	544237
494	673323
495	796954
496	500941
497	747751
498	890771
499	986817
500	603925
501	897586
502	119227
503	470683
504	62728
505	975721
506	976586
507	721994
508	994971
509	267876
510	90132
511	22571
512	937486
513	121885
514	473986
515	508342
516	993154
517	36024
518	747038
519	467908
520	347416
521	357098
522	38736
523	307338
524	398244
525	116855
526	574830
527	48409
528	840559
529	708253
530	750362
531	650609
532	234217
533	639688
534	94976
535	883184
536	955372
537	467066
538	487983
539	987312
540	919834
541	122915
542	328102
543	693218
544	997672
545	543931
546	482964
547	69465
548	124177
549	470066
550	201425
551	617632
552	335249
553	788073
554	585982
555	724384
556	147211
557	786871
558	442898
559	614213
560	69998
561	539035
562	831301
563	759456
564	706658
565	113596
566	305663
567	798029
568	989734
569	518108
570	697808
571	629521
572	9160
573	750718
574	58366
575	675360
576	576746
577	500929
578	741301
579	941453
580	920071
581	167266
582	646933
583	342180
584	147978
585	792186
586	747616
587	451231
588	861164
589	432030
590	658706
591	782682
592	703155
593	712638
594	289194
595	505005
596	293918
597	796643
598	129740
599	477630
600	766593
601	222957
602	377134
603	303654
604	24540
605	448853
606	643008
607	202771
608	218364
609	767125
610	768667
611	938983
612	598529
613	807465
614	245128
615	516157
616	539955
617	122696
618	396756
619	639124
620	478888
621	358765
622	304163
623	892476
624	583653
625	197119
626	686828
627	452819
628	923051
629	783015
630	321650
631	947859
632	452020
633	730980
634	581279
635	234299
636	67316
637	291907
638	117170
639	203178
640	6176
641	266208
642	255308
643	600100
644	707195
645	636695
646	217102
647	452358
648	985404
649	999021
650	527839
651	796071
652	914813
653	263580
654	442189
655	592955
656	36105
657	86786
658	302023
659	18686
660	231613
661	157476
662	998578
663	546295
664	490062
665	883214
666	10154
667	438816
668	128626
669	215330
670	345241
671	394578
672	18382
673	976478
674	591523
675	908565
676	673991
677	940579
678	948867
679	922014
680	475088
681	492171
682	975900
683	791859
684	11565
685	278241
686	840746
687	82984
688	268318
689	548478
690	311402
691	63131
692	214084
693	775726
694	252072
695	578038
696	410424
697	810937
698	901466
699	462761
700	525382
701	935933
702	27131
703	271845
704	242001
705	9895
706	217203
707	242962
708	625943
709	831024
710	744740
711	749717
712	655033
713	149595
714	875262
715	800899
716	399379
717	824357
718	9351
719	214877
720	879890
721	97289
722	769884
723	194089
724	693961
725	647477
726	110390
727	653102
728	904892
729	668774
730	762424
731	916401
732	131099
733	47136
734	815242
735	293575
736	650317
737	73111
738	926092
739	440309
740	510163
741	374757
742	417145
743	206367
744	668329
745	916113
746	249974
747	891588
748	347863
749	27415
750	74567
751	911802
752	768934
753	15648
754	795954
755	680136
756	827554
757	297343
758	403192
759	113389
760	737252
761	11431
762	964122
763	384746
764	154598
765	250991
766	44682
767	102815
768	892469
769	717178
770	746013
771	497939
772	568305
773	825211
774	304452
775	103161
776	946384
777	7891
778	651182
779	373259
780	538500
781	997030
782	565092
783	996077
784	533951
785	344868
786	407303
787	653982
788	595407
789	963478
790	962259
791	876168
792	604977
793	814078
794	767773
795	288346
796	833886
797	681040
798	114666
799	65275
800	399862
801	45326
802	842722
803	603127
804	430513
805	227580
806	141146
807	961759
808	293543
809	977441
810	23392
811	855823
812	189083
813	525852
814	340778
815	721806
816	769858
817	621015
818	554097
819	630015
820	660900
821	235027
822	730437
823	444612
824	392428
825	627751
826	165776
827	961409
828	15491
829	914756
830	89792
831	825158
832	950844
833	997324
834	44264
835	936043
836	393228
837	800941
838	546146
839	365833
840	103605
841	387638
842	301889
843	708691
844	9740
845	963260
846	1140
847	935935
848	45709
849	167807
850	38992
851	627211
852	470320
853	983760
854	254868
855	838888
856	150333
857	216520
858	676655
859	855514
860	545462
861	540908
862	434453
863	74373
864	336162
865	239151
866	858935
867	628809
868	951006
869	885109
870	873469
871	532288
872	545837
873	917508
874	743925
875	986460
876	114551
877	363380
878	663069
879	681997
880	368661
881	569993
882	887213
883	449279
884	359158
885	349962
886	282059
887	249442
888	781189
889	826073
890	675599
891	166878
892	371955
893	886590
894	415610
895	946283
896	892536
897	518724
898	74491
899	185273
900	839125
901	649285
902	117927
903	579919
904	606860
905	468231
906	228801
907	404223
908	845934
909	128854
910	870918
911	984235
912	198771
913	995186
914	922618
915	134130
916	348443
917	592555
918	540084
919	541684
920	909289
921	401077
922	325745
923	556806
924	473729
925	70426
926	689386
927	24653
928	165078
929	652728
930	393287
931	284098
932	401020
933	987622
934	67187
935	740598
936	652153
937	528434
938	326179
939	299753
940	377057
941	216301
942	473779
943	965609
944	592228
945	477343
946	217933
947	372632
948	490303
949	103543
950	152826
951	819004
952	838665
953	436289
954	484184
955	111179
956	713834
957	888898
958	399683
959	758305
960	289223
961	407355
962	938643
963	835103
964	159349
965	396215
966	420242
967	967938
968	849937
969	704580
970	928715
971	80003
972	587743
973	178064
974	426754
975	112525
976	651042
977	39025
978	348963
979	29749
980	561093
981	8865
982	519688
983	33943
984	293145
985	527391
986	248902
987	959567
988	708731
989	98312
990	468007
991	960786
992	897703
993	11454
994	225524
995	686925
996	906806
997	884425
998	204535
999	701092
1000	952145
1001	137979
1002	458697
1003	91418
1004	292862
1005	252982
1006	499403
1007	657780
1008	163504
1009	521438
1010	988286
1011	237552
1012	630925
1013	422300
1014	580028
1015	219796
1016	928745
1017	893651
1018	231308
1019	372322
1020	941028
1021	284216
1022	185441
1023	756585
1024	8560
1025	51149
1026	974801
1027	235541
1028	227876
1029	360551
1030	195335
1031	238824
1032	462452
1033	109694
1034	820216
1035	330688
1036	35760
1037	978176
1038	296849
1039	902712
1040	668537
1041	195997
1042	348665
1043	591668
1044	961124
1045	691072
1046	993182
1047	239870
1048	308385
1049	88332
1050	640358
1051	947952
1052	952963
1053	45875
1054	941480
1055	422068
1056	131158
1057	445062
1058	421170
1059	639084
1060	520646
1061	342856
1062	258539
1063	40234
1064	914804
1065	474095
1066	611960
1067	933889
1068	749752
1069	698365
1070	728383
1071	304791
1072	594358
1073	577159
1074	333018
1075	19166
1076	715566
1077	78026
1078	19449
1079	268024
1080	851339
1081	402256
1082	562292
1083	852009
1084	204377
1085	133284
1086	64125
1087	348820
1088	544589
1089	560876
1090	338105
1091	949642
1092	279312
1093	233219
1094	636788
1095	68385
1096	576611
1097	287075
1098	574911
1099	451958
1100	883038
1101	269145
1102	974064
1103	752170
1104	626596
1105	216978
1106	996961
1107	914263
1108	63281
1109	517458
1110	824122
1111	267178
1112	892472
1113	370243
1114	729191
1115	900304
1116	116920
1117	186555
1118	692778
1119	488825
1120	417910
1121	593340
1122	724221
1123	129271
1124	361219
1125	802994
1126	836123
1127	841264
1128	951258
1129	335460
1130	688036
1131	250490
1132	97882
1133	787181
1134	507074
1135	419916
1136	473295
1137	735975
1138	395084
1139	65146
1140	924655
1141	180346
1142	756558
1143	619056
1144	849241
1145	653200
1146	376757
1147	967107
1148	915498
1149	185854
1150	701933
1151	205204
1152	553215
1153	918188
1154	535598
1155	801607
1156	822383
1157	240641
1158	365870
1159	897702
1160	556212
1161	978317
1162	619580
1163	859691
1164	208798
1165	247113
1166	310329
1167	149518
1168	429305
1169	263954
1170	982591
1171	178138
1172	354662
1173	74857
1174	92517
1175	363184
1176	258114
1177	48420
1178	908994
1179	9981
1180	21212
1181	332044
1182	912916
1183	398012
1184	130683
1185	679433
1186	813849
1187	664697
1188	89563
1189	126724
1190	569717
1191	491145
1192	997784
1193	365850
1194	226473
1195	653515
1196	770964
1197	787492
1198	969091
1199	707446
1200	273923
1201	218159
1202	740847
1203	194132
1204	841817
1205	183915
1206	47124
1207	738269
1208	729675
1209	733585
1210	716463
1211	505621
1212	585628
1213	414882
1214	155236
1215	181336
1216	910185
1217	125011
1218	219320
1219	748441
1220	701506
1221	981845
1222	907184
1223	995453
1224	871907
1225	51864
1226	610205
1227	496565
1228	134029
1229	153800
1230	501235
1231	443189
1232	62230
1233	575509
1234	614196
1235	726639
1236	890654
1237	321358
1238	948336
1239	325371
1240	718631
1241	647011
1242	705933
1243	955551
1244	385598
1245	760051
1246	947695
1247	74613
1248	833895
1249	515153
1250	703626
1251	145243
1252	880631
1253	55462
1254	431975
1255	405753
1256	64248
1257	762646
1258	861755
1259	404155
1260	709213
1261	940301
1262	439052
1263	253769
1264	652573
1265	356377
1266	351769
1267	938067
1268	361948
1269	138713
1270	957317
1271	32269
1272	287744
1273	927114
1274	459974
1275	470289
1276	858167
1277	141125
1278	276853
1279	493080
1280	354306
1281	343321
1282	209555
1283	625836
1284	723902
1285	52331
1286	48152
1287	583770
1288	453378
1289	384822
1290	977010
1291	970635
1292	383099
1293	355663
1294	870078
1295	543215
1296	101842
1297	960724
1298	916659
1299	266542
1300	446419
1301	710485
1302	228119
1303	971281
1304	8583
1305	644168
1306	895343
1307	788180
1308	869102
1309	742583
1310	907437
1311	608014
1312	770230
1313	237065
1314	234477
1315	955216
1316	156817
1317	261734
1318	754672
1319	797391
1320	261066
1321	859922
1322	797294
1323	478261
1324	531443
1325	233858
1326	394337
1327	734028
1328	786232
1329	284343
1330	976748
1331	328106
1332	69784
1333	679635
1334	889616
1335	141194
1336	511083
1337	304387
1338	316386
1339	449172
1340	886770
1341	374522
1342	757575
1343	605416
1344	914034
1345	260157
1346	908398
1347	939537
1348	147062
1349	606169
1350	250858
1351	860245
1352	892006
1353	225344
1354	798829
1355	591397
1356	264414
1357	868379
1358	486740
1359	871571
1360	912990
1361	198362
1362	472320
1363	107864
1364	570847
1365	304208
1366	155848
1367	12294
1368	499374
1369	162801
1370	462020
1371	552573
1372	207223
1373	356209
1374	902918
1375	272455
1376	114006
1377	693222
1378	768576
1379	838582
1380	57885
1381	94741
1382	557692
1383	939974
1384	968276
1385	230654
1386	988816
1387	363684
1388	473692
1389	552007
1390	732492
1391	648472
1392	615202
1393	554863
1394	908074
1395	755076
1396	788322
1397	881623
1398	234139
1399	793607
1400	541508
1401	647307
1402	816355
1403	761377
1404	757122
1405	258948
1406	508932
1407	659852
1408	38535
1409	261646
1410	197679
1411	858101
1412	84314
1413	168411
1414	557981
1415	42813
1416	902615
1417	127174
1418	190506
1419	32485
1420	749597
1421	300344
1422	926398
1423	715552
1424	350427
1425	316989
1426	108169
1427	364512
1428	220325
1429	740343
1430	64454
1431	787548
1432	378715
1433	578921
1434	610329
1435	310253
1436	292656
1437	223303
1438	824101
1439	779974
1440	231116
1441	273033
1442	717343
1443	952676
1444	979033
1445	298701
1446	413096
1447	279800
1448	901151
1449	360739
1450	381617
1451	601679
1452	154551
1453	929025
1454	367110
1455	921088
1456	97860
1457	285202
1458	616135
1459	678328
1460	878194
1461	313303
1462	70026
1463	367132
1464	759020
1465	945862
1466	846179
1467	631434
1468	582408
1469	467419
1470	831552
1471	919681
1472	816949
1473	861101
1474	186585
1475	910360
1476	99924
1477	556585
1478	819140
1479	202945
1480	220378
1481	633020
1482	681771
1483	556371
1484	596930
1485	829848
1486	432677
1487	63952
1488	512353
1489	171266
1490	293305
1491	148200
1492	819700
1493	205441
1494	439302
1495	998940
1496	844104
1497	690171
1498	728864
1499	967710
1500	124444
1501	615185
1502	86211
1503	723933
1504	196714
1505	629951
1506	408504
1507	792104
1508	609069
1509	658616
1510	392656
1511	559419
1512	633715
1513	835023
1514	588185
1515	794676
1516	947192
1517	357351
1518	968879
1519	242239
1520	460107
1521	236897
1522	267731
1523	259054
1524	399506
1525	607648
1526	91694
1527	751131
1528	951591
1529	919574
1530	69597
1531	284804
1532	103880
1533	148050
1534	54158
1535	391279
1536	843026
1537	66679
1538	252990
1539	618060
1540	424728
1541	476664
1542	934639
1543	379956
1544	100098
1545	658493
1546	851060
1547	176129
1548	391691
1549	513761
1550	483428
1551	159012
1552	711901
1553	832400
1554	802802
1555	732638
1556	540210
1557	28108
1558	513740
1559	527219
1560	869336
1561	635236
1562	136073
1563	996007
1564	799599
1565	337233
1566	255427
1567	915514
1568	711343
1569	396975
1570	437261
1571	781720
1572	337427
1573	590820
1574	404469
1575	302050
1576	639378
1577	894839
1578	352846
1579	878743
1580	247954
1581	318602
1582	631331
1583	706096
1584	695286
1585	429158
1586	256022
1587	706666
1588	468473
1589	876291
1590	259065
1591	963808
1592	699518
1593	822098
1594	159356
1595	614115
1596	146605
1597	857577
1598	443668
1599	13239
1600	601677
1601	47385
1602	14443
1603	660649
1604	458408
1605	27607
1606	42727
1607	124761
1608	715777
1609	422454
1610	788961
1611	189026
1612	385544
1613	692357
1614	990311
1615	783475
1616	977489
1617	433493
1618	247836
1619	663349
1620	449708
1621	587268
1622	155640
1623	644640
1624	77429
1625	618010
1626	108806
1627	115290
1628	441977
1629	474558
1630	703095
1631	230067
1632	979344
1633	15620
1634	13981
1635	436122
1636	890712
1637	217939
1638	887158
1639	745997
1640	759439
1641	442883
1642	602213
1643	883646
1644	273909
1645	901139
1646	359229
1647	837448
1648	344611
1649	560408
1650	384015
1651	936893
1652	695810
1653	996248
1654	821597
1655	437859
1656	162340
1657	615123
1658	167914
1659	370552
1660	899130
1661	507767
1662	512356
1663	297678
1664	40500
1665	750557
1666	910600
1667	229650
1668	595399
1669	925660
1670	324401
1671	839806
1672	792150
1673	137691
1674	957734
1675	933076
1676	232152
1677	307433
1678	376139
1679	153443
1680	689762
1681	433492
1682	830445
1683	289875
1684	311832
1685	804640
1686	306216
1687	180541
1688	412441
1689	793452
1690	617122
1691	798574
1692	839947
1693	138278
1694	895287
1695	522165
1696	971806
1697	329297
1698	310105
1699	253408
1700	32842
1701	636118
1702	46673
1703	763480
1704	790729
1705	571879
1706	835305
1707	721625
1708	252782
1709	228392
1710	978697
1711	929756
1712	503465
1713	968951
1714	539443
1715	118673
1716	647884
1717	617081
1718	149309
1719	375389
1720	660094
1721	250932
1722	360796
1723	244601
1724	252317
1725	772503
1726	405051
1727	395446
1728	202297
1729	249003
1730	829078
1731	587202
1732	757623
1733	797198
1734	2530
1735	744779
1736	426787
1737	728197
1738	469558
1739	21803
1740	890096
1741	355535
1742	348527
1743	260100
1744	394140
1745	498656
1746	517891
1747	56612
1748	89349
1749	844531
1750	136668
1751	658457
1752	515106
1753	960249
1754	795446
1755	671267
1756	428656
1757	712357
1758	580292
1759	865001
1760	34663
1761	258944
1762	488123
1763	771670
1764	150195
1765	618651
1766	93072
1767	531081
1768	854352
1769	996587
1770	471075
1771	778630
1772	525468
1773	365615
1774	293212
1775	823655
1776	920973
1777	262603
1778	634720
1779	777517
1780	630107
1781	269416
1782	428967
1783	552953
1784	475570
1785	391094
1786	668253
1787	521846
1788	409198
1789	701391
1790	987473
1791	466787
1792	128348
1793	875238
1794	663606
1795	407468
1796	133260
1797	626500
1798	574481
1799	4659
1800	293585
1801	886353
1802	288895
1803	299677
1804	642826
1805	885298
1806	431190
1807	183864
1808	154142
1809	949564
1810	14123
1811	489648
1812	289651
1813	687083
1814	110599
1815	30953
1816	520821
1817	198677
1818	487969
1819	681914
1820	135565
1821	537382
1822	462578
1823	380692
1824	554066
1825	166321
1826	414873
1827	129192
1828	522268
1829	627735
1830	866212
1831	309115
1832	381328
1833	344719
1834	610146
1835	249610
1836	579356
1837	954870
1838	395743
1839	805315
1840	377145
1841	202875
1842	44720
1843	668882
1844	6534
1845	78521
1846	168503
1847	879080
1848	609049
1849	219943
1850	589037
1851	660294
1852	638022
1853	802617
1854	854845
1855	739617
1856	581679
1857	574179
1858	488470
1859	147655
1860	498428
1861	244582
1862	256231
1863	501757
1864	907922
1865	344232
1866	878968
1867	649054
1868	248056
1869	541155
1870	397369
1871	876809
1872	198975
1873	799881
1874	468763
1875	753960
1876	721800
1877	647983
1878	471711
1879	462820
1880	555174
1881	917093
1882	40360
1883	647923
1884	649259
1885	961159
1886	282409
1887	827196
1888	248259
1889	491556
1890	592962
1891	897750
1892	437580
1893	578930
1894	174380
1895	73787
1896	669366
1897	78479
1898	359331
1899	717114
1900	725811
1901	553775
1902	587145
1903	238923
1904	546506
1905	937370
1906	165237
1907	327726
1908	979285
1909	805315
1910	156491
1911	949439
1912	662868
1913	48194
1914	856214
1915	861246
1916	969174
1917	465594
1918	906397
1919	765549
1920	399513
1921	729910
1922	210485
1923	752590
1924	533276
1925	628797
1926	602966
1927	316733
1928	86943
1929	450512
1930	657251
1931	342359
1932	756276
1933	567126
1934	424106
1935	759836
1936	952997
1937	964275
1938	178442
1939	196789
1940	732164
1941	986286
1942	378494
1943	89107
1944	475199
1945	947049
1946	748012
1947	842113
1948	37199
1949	380946
1950	909249
1951	25788
1952	415781
1953	682160
1954	430715
1955	73636
1956	509356
1957	930790
1958	984286
1959	671707
1960	145651
1961	816212
1962	274618
1963	10688
1964	15759
1965	82458
1966	951061
1967	574429
1968	633560
1969	559119
1970	778019
1971	897008
1972	817421
1973	165786
1974	282838
1975	293857
1976	942309
1977	771007
1978	154276
1979	472090
1980	113836
1981	12076
1982	257180
1983	89249
1984	472950
1985	875858
1986	138225
1987	463822
1988	282308
1989	176360
1990	760858
1991	914239
1992	388169
1993	504083
1994	694897
1995	374787
1996	920541
1997	932526
1998	952617
1999	312591
2000	4511
